"fixed_acidity", "fixed_acidity"_squared, "volatile_acidity", "volatile_acidity"_squared, "citric_acid", "citric_acid"_squared, "residual_sugar", "residual_sugar"_squared, "chlorides", "chlorides"_squared, "free_sulfur_dioxide", "free_sulfur_dioxide"_squared, "total_sulfur_dioxide", "total_sulfur_dioxide"_squared, "density", "density"_squared, "pH", "pH"_squared, "sulphates", "sulphates"_squared, "alcohol", "alcohol"_squared, "quality"
6.7, 44.89, 0.58, 0.3364, 0.08, 0.0064, 1.8, 3.24, 0.097, 0.009409, 15.0, 225.0, 65.0, 4225.0, 0.9959, 0.99181681, 3.28, 10.758399999999998, 0.54, 0.2916, 9.2, 84.63999999999999, 5.0
7.5, 56.25, 0.5, 0.25, 0.36, 0.1296, 6.1, 37.209999999999994, 0.071, 0.0050409999999999995, 17.0, 289.0, 102.0, 10404.0, 0.9978, 0.99560484, 3.35, 11.2225, 0.8, 0.6400000000000001, 10.5, 110.25, 5.0
5.6, 31.359999999999996, 0.615, 0.378225, 0.0, 0.0, 1.6, 2.5600000000000005, 0.089, 0.007921, 16.0, 256.0, 59.0, 3481.0, 0.9943, 0.98863249, 3.58, 12.8164, 0.52, 0.27040000000000003, 9.9, 98.01, 5.0
7.8, 60.839999999999996, 0.61, 0.3721, 0.29, 0.0841, 1.6, 2.5600000000000005, 0.114, 0.012996, 9.0, 81.0, 29.0, 841.0, 0.9974, 0.9948067599999999, 3.26, 10.6276, 1.56, 2.4336, 9.1, 82.80999999999999, 5.0
8.9, 79.21000000000001, 0.62, 0.3844, 0.18, 0.0324, 3.8, 14.44, 0.176, 0.030975999999999997, 52.0, 2704.0, 145.0, 21025.0, 0.9986, 0.99720196, 3.16, 9.985600000000002, 0.88, 0.7744, 9.2, 84.63999999999999, 5.0
8.9, 79.21000000000001, 0.62, 0.3844, 0.19, 0.0361, 3.9, 15.209999999999999, 0.17, 0.028900000000000006, 51.0, 2601.0, 148.0, 21904.0, 0.9986, 0.99720196, 3.17, 10.0489, 0.93, 0.8649000000000001, 9.2, 84.63999999999999, 5.0
8.5, 72.25, 0.28, 0.07840000000000001, 0.56, 0.31360000000000005, 1.8, 3.24, 0.092, 0.008464, 35.0, 1225.0, 103.0, 10609.0, 0.9969, 0.99380961, 3.3, 10.889999999999999, 0.75, 0.5625, 10.5, 110.25, 7.0
8.1, 65.61, 0.56, 0.31360000000000005, 0.28, 0.07840000000000001, 1.7, 2.8899999999999997, 0.368, 0.135424, 16.0, 256.0, 56.0, 3136.0, 0.9968, 0.9936102400000001, 3.11, 9.672099999999999, 1.28, 1.6384, 9.3, 86.49000000000001, 5.0
7.4, 54.760000000000005, 0.59, 0.34809999999999997, 0.08, 0.0064, 4.4, 19.360000000000003, 0.086, 0.007395999999999999, 6.0, 36.0, 29.0, 841.0, 0.9974, 0.9948067599999999, 3.38, 11.424399999999999, 0.5, 0.25, 9.0, 81.0, 4.0
7.9, 62.410000000000004, 0.32, 0.1024, 0.51, 0.2601, 1.8, 3.24, 0.341, 0.11628100000000002, 17.0, 289.0, 56.0, 3136.0, 0.9969, 0.99380961, 3.04, 9.2416, 1.08, 1.1664, 9.2, 84.63999999999999, 6.0
8.9, 79.21000000000001, 0.22, 0.0484, 0.48, 0.2304, 1.8, 3.24, 0.077, 0.005929, 29.0, 841.0, 60.0, 3600.0, 0.9968, 0.9936102400000001, 3.39, 11.4921, 0.53, 0.28090000000000004, 9.4, 88.36000000000001, 6.0
7.6, 57.76, 0.39, 0.1521, 0.31, 0.0961, 2.3, 5.289999999999999, 0.082, 0.006724000000000001, 23.0, 529.0, 71.0, 5041.0, 0.9982, 0.9964032399999999, 3.52, 12.3904, 0.65, 0.42250000000000004, 9.7, 94.08999999999999, 5.0
7.9, 62.410000000000004, 0.43, 0.18489999999999998, 0.21, 0.04409999999999999, 1.6, 2.5600000000000005, 0.106, 0.011236, 10.0, 100.0, 37.0, 1369.0, 0.9966, 0.9932115600000001, 3.17, 10.0489, 0.91, 0.8281000000000001, 9.5, 90.25, 5.0
8.5, 72.25, 0.49, 0.24009999999999998, 0.11, 0.0121, 2.3, 5.289999999999999, 0.084, 0.007056000000000001, 9.0, 81.0, 67.0, 4489.0, 0.9968, 0.9936102400000001, 3.17, 10.0489, 0.53, 0.28090000000000004, 9.4, 88.36000000000001, 5.0
6.9, 47.61000000000001, 0.4, 0.16000000000000003, 0.14, 0.019600000000000003, 2.4, 5.76, 0.085, 0.007225000000000001, 21.0, 441.0, 40.0, 1600.0, 0.9968, 0.9936102400000001, 3.43, 11.7649, 0.63, 0.39690000000000003, 9.7, 94.08999999999999, 6.0
6.3, 39.69, 0.39, 0.1521, 0.16, 0.0256, 1.4, 1.9599999999999997, 0.08, 0.0064, 11.0, 121.0, 23.0, 529.0, 0.9955, 0.99102025, 3.34, 11.1556, 0.56, 0.31360000000000005, 9.3, 86.49000000000001, 5.0
7.6, 57.76, 0.41, 0.16809999999999997, 0.24, 0.0576, 1.8, 3.24, 0.08, 0.0064, 4.0, 16.0, 11.0, 121.0, 0.9962, 0.9924144399999999, 3.28, 10.758399999999998, 0.59, 0.34809999999999997, 9.5, 90.25, 5.0
7.9, 62.410000000000004, 0.43, 0.18489999999999998, 0.21, 0.04409999999999999, 1.6, 2.5600000000000005, 0.106, 0.011236, 10.0, 100.0, 37.0, 1369.0, 0.9966, 0.9932115600000001, 3.17, 10.0489, 0.91, 0.8281000000000001, 9.5, 90.25, 5.0
7.1, 50.41, 0.71, 0.5041, 0.0, 0.0, 1.9, 3.61, 0.08, 0.0064, 14.0, 196.0, 35.0, 1225.0, 0.9972, 0.9944078399999999, 3.47, 12.0409, 0.55, 0.30250000000000005, 9.4, 88.36000000000001, 5.0
7.8, 60.839999999999996, 0.645, 0.41602500000000003, 0.0, 0.0, 2.0, 4.0, 0.082, 0.006724000000000001, 8.0, 64.0, 16.0, 256.0, 0.9964, 0.9928129599999999, 3.38, 11.424399999999999, 0.59, 0.34809999999999997, 9.8, 96.04000000000002, 6.0
6.7, 44.89, 0.675, 0.45562500000000006, 0.07, 0.004900000000000001, 2.4, 5.76, 0.089, 0.007921, 17.0, 289.0, 82.0, 6724.0, 0.9958, 0.9916176400000001, 3.35, 11.2225, 0.54, 0.2916, 10.1, 102.00999999999999, 5.0
6.9, 47.61000000000001, 0.685, 0.46922500000000006, 0.0, 0.0, 2.5, 6.25, 0.105, 0.011024999999999998, 22.0, 484.0, 37.0, 1369.0, 0.9966, 0.9932115600000001, 3.46, 11.9716, 0.57, 0.32489999999999997, 10.6, 112.36, 6.0
8.3, 68.89000000000001, 0.655, 0.42902500000000005, 0.12, 0.0144, 2.3, 5.289999999999999, 0.083, 0.006889000000000001, 15.0, 225.0, 113.0, 12769.0, 0.9966, 0.9932115600000001, 3.17, 10.0489, 0.66, 0.43560000000000004, 9.8, 96.04000000000002, 5.0
6.9, 47.61000000000001, 0.605, 0.366025, 0.12, 0.0144, 10.7, 114.48999999999998, 0.073, 0.0053289999999999995, 40.0, 1600.0, 83.0, 6889.0, 0.9993, 0.99860049, 3.45, 11.902500000000002, 0.52, 0.27040000000000003, 9.4, 88.36000000000001, 6.0
5.2, 27.040000000000003, 0.32, 0.1024, 0.25, 0.0625, 1.8, 3.24, 0.103, 0.010608999999999999, 13.0, 169.0, 50.0, 2500.0, 0.9957, 0.99141849, 3.38, 11.424399999999999, 0.55, 0.30250000000000005, 9.2, 84.63999999999999, 5.0
7.8, 60.839999999999996, 0.645, 0.41602500000000003, 0.0, 0.0, 5.5, 30.25, 0.086, 0.007395999999999999, 5.0, 25.0, 18.0, 324.0, 0.9986, 0.99720196, 3.4, 11.559999999999999, 0.55, 0.30250000000000005, 9.6, 92.16, 6.0
7.8, 60.839999999999996, 0.6, 0.36, 0.14, 0.019600000000000003, 2.4, 5.76, 0.086, 0.007395999999999999, 3.0, 9.0, 15.0, 225.0, 0.9975, 0.9950062500000001, 3.42, 11.696399999999999, 0.6, 0.36, 10.8, 116.64000000000001, 6.0
8.1, 65.61, 0.38, 0.1444, 0.28, 0.07840000000000001, 2.1, 4.41, 0.066, 0.0043560000000000005, 13.0, 169.0, 30.0, 900.0, 0.9968, 0.9936102400000001, 3.23, 10.4329, 0.73, 0.5328999999999999, 9.7, 94.08999999999999, 7.0
5.7, 32.49, 1.13, 1.2768999999999997, 0.09, 0.0081, 1.5, 2.25, 0.172, 0.029583999999999996, 7.0, 49.0, 19.0, 361.0, 0.994, 0.988036, 3.5, 12.25, 0.48, 0.2304, 9.8, 96.04000000000002, 4.0
7.3, 53.29, 0.45, 0.2025, 0.36, 0.1296, 5.9, 34.81, 0.074, 0.005475999999999999, 12.0, 144.0, 87.0, 7569.0, 0.9978, 0.99560484, 3.33, 11.0889, 0.83, 0.6889, 10.5, 110.25, 5.0
7.3, 53.29, 0.45, 0.2025, 0.36, 0.1296, 5.9, 34.81, 0.074, 0.005475999999999999, 12.0, 144.0, 87.0, 7569.0, 0.9978, 0.99560484, 3.33, 11.0889, 0.83, 0.6889, 10.5, 110.25, 5.0
8.8, 77.44000000000001, 0.61, 0.3721, 0.3, 0.09, 2.8, 7.839999999999999, 0.088, 0.007743999999999999, 17.0, 289.0, 46.0, 2116.0, 0.9976, 0.99520576, 3.26, 10.6276, 0.51, 0.2601, 9.3, 86.49000000000001, 4.0
7.5, 56.25, 0.49, 0.24009999999999998, 0.2, 0.04000000000000001, 2.6, 6.760000000000001, 0.332, 0.11022400000000002, 8.0, 64.0, 14.0, 196.0, 0.9968, 0.9936102400000001, 3.21, 10.3041, 0.9, 0.81, 10.5, 110.25, 6.0
8.1, 65.61, 0.66, 0.43560000000000004, 0.22, 0.0484, 2.2, 4.840000000000001, 0.069, 0.0047610000000000005, 9.0, 81.0, 23.0, 529.0, 0.9968, 0.9936102400000001, 3.3, 10.889999999999999, 1.2, 1.44, 10.3, 106.09000000000002, 5.0
6.8, 46.239999999999995, 0.67, 0.4489000000000001, 0.02, 0.0004, 1.8, 3.24, 0.05, 0.0025000000000000005, 5.0, 25.0, 11.0, 121.0, 0.9962, 0.9924144399999999, 3.48, 12.1104, 0.52, 0.27040000000000003, 9.5, 90.25, 5.0
4.6, 21.159999999999997, 0.52, 0.27040000000000003, 0.15, 0.0225, 2.1, 4.41, 0.054, 0.0029159999999999998, 8.0, 64.0, 65.0, 4225.0, 0.9934, 0.98684356, 3.9, 15.209999999999999, 0.56, 0.31360000000000005, 13.1, 171.60999999999999, 4.0
7.7, 59.290000000000006, 0.935, 0.8742250000000001, 0.43, 0.18489999999999998, 2.2, 4.840000000000001, 0.114, 0.012996, 22.0, 484.0, 114.0, 12996.0, 0.997, 0.994009, 3.25, 10.5625, 0.73, 0.5328999999999999, 9.2, 84.63999999999999, 5.0
8.7, 75.68999999999998, 0.29, 0.0841, 0.52, 0.27040000000000003, 1.6, 2.5600000000000005, 0.113, 0.012769, 12.0, 144.0, 37.0, 1369.0, 0.9969, 0.99380961, 3.25, 10.5625, 0.58, 0.3364, 9.5, 90.25, 5.0
6.4, 40.96000000000001, 0.4, 0.16000000000000003, 0.23, 0.0529, 1.6, 2.5600000000000005, 0.066, 0.0043560000000000005, 5.0, 25.0, 12.0, 144.0, 0.9958, 0.9916176400000001, 3.34, 11.1556, 0.56, 0.31360000000000005, 9.2, 84.63999999999999, 5.0
5.6, 31.359999999999996, 0.31, 0.0961, 0.37, 0.1369, 1.4, 1.9599999999999997, 0.074, 0.005475999999999999, 12.0, 144.0, 96.0, 9216.0, 0.9954, 0.9908211599999999, 3.32, 11.0224, 0.58, 0.3364, 9.2, 84.63999999999999, 5.0
8.8, 77.44000000000001, 0.66, 0.43560000000000004, 0.26, 0.06760000000000001, 1.7, 2.8899999999999997, 0.074, 0.005475999999999999, 4.0, 16.0, 23.0, 529.0, 0.9971, 0.9942084099999999, 3.15, 9.9225, 0.74, 0.5476, 9.2, 84.63999999999999, 5.0
6.6, 43.559999999999995, 0.52, 0.27040000000000003, 0.04, 0.0016, 2.2, 4.840000000000001, 0.069, 0.0047610000000000005, 8.0, 64.0, 15.0, 225.0, 0.9956, 0.9912193600000001, 3.4, 11.559999999999999, 0.63, 0.39690000000000003, 9.4, 88.36000000000001, 6.0
6.6, 43.559999999999995, 0.5, 0.25, 0.04, 0.0016, 2.1, 4.41, 0.068, 0.0046240000000000005, 6.0, 36.0, 14.0, 196.0, 0.9955, 0.99102025, 3.39, 11.4921, 0.64, 0.4096, 9.4, 88.36000000000001, 6.0
8.6, 73.96, 0.38, 0.1444, 0.36, 0.1296, 3.0, 9.0, 0.081, 0.006561, 30.0, 900.0, 119.0, 14161.0, 0.997, 0.994009, 3.2, 10.240000000000002, 0.56, 0.31360000000000005, 9.4, 88.36000000000001, 5.0
7.6, 57.76, 0.51, 0.2601, 0.15, 0.0225, 2.8, 7.839999999999999, 0.11, 0.0121, 33.0, 1089.0, 73.0, 5329.0, 0.9955, 0.99102025, 3.17, 10.0489, 0.63, 0.39690000000000003, 10.2, 104.03999999999999, 6.0
7.7, 59.290000000000006, 0.62, 0.3844, 0.04, 0.0016, 3.8, 14.44, 0.084, 0.007056000000000001, 25.0, 625.0, 45.0, 2025.0, 0.9978, 0.99560484, 3.34, 11.1556, 0.53, 0.28090000000000004, 9.5, 90.25, 5.0
10.2, 104.03999999999999, 0.42, 0.17639999999999997, 0.57, 0.32489999999999997, 3.4, 11.559999999999999, 0.07, 0.004900000000000001, 4.0, 16.0, 10.0, 100.0, 0.9971, 0.9942084099999999, 3.04, 9.2416, 0.63, 0.39690000000000003, 9.6, 92.16, 5.0
7.5, 56.25, 0.63, 0.39690000000000003, 0.12, 0.0144, 5.1, 26.009999999999998, 0.111, 0.012321, 50.0, 2500.0, 110.0, 12100.0, 0.9983, 0.9966028899999999, 3.26, 10.6276, 0.77, 0.5929, 9.4, 88.36000000000001, 5.0
7.8, 60.839999999999996, 0.59, 0.34809999999999997, 0.18, 0.0324, 2.3, 5.289999999999999, 0.076, 0.005776, 17.0, 289.0, 54.0, 2916.0, 0.9975, 0.9950062500000001, 3.43, 11.7649, 0.59, 0.34809999999999997, 10.0, 100.0, 5.0
7.3, 53.29, 0.39, 0.1521, 0.31, 0.0961, 2.4, 5.76, 0.074, 0.005475999999999999, 9.0, 81.0, 46.0, 2116.0, 0.9962, 0.9924144399999999, 3.41, 11.628100000000002, 0.54, 0.2916, 9.4, 88.36000000000001, 6.0
8.8, 77.44000000000001, 0.4, 0.16000000000000003, 0.4, 0.16000000000000003, 2.2, 4.840000000000001, 0.079, 0.006241, 19.0, 361.0, 52.0, 2704.0, 0.998, 0.996004, 3.44, 11.833599999999999, 0.64, 0.4096, 9.2, 84.63999999999999, 5.0
7.7, 59.290000000000006, 0.69, 0.4760999999999999, 0.49, 0.24009999999999998, 1.8, 3.24, 0.115, 0.013225, 20.0, 400.0, 112.0, 12544.0, 0.9968, 0.9936102400000001, 3.21, 10.3041, 0.71, 0.5041, 9.3, 86.49000000000001, 5.0
7.5, 56.25, 0.52, 0.27040000000000003, 0.16, 0.0256, 1.9, 3.61, 0.085, 0.007225000000000001, 12.0, 144.0, 35.0, 1225.0, 0.9968, 0.9936102400000001, 3.38, 11.424399999999999, 0.62, 0.3844, 9.5, 90.25, 7.0
7.0, 49.0, 0.735, 0.540225, 0.05, 0.0025000000000000005, 2.0, 4.0, 0.081, 0.006561, 13.0, 169.0, 54.0, 2916.0, 0.9966, 0.9932115600000001, 3.39, 11.4921, 0.57, 0.32489999999999997, 9.8, 96.04000000000002, 5.0
7.2, 51.84, 0.725, 0.525625, 0.05, 0.0025000000000000005, 4.65, 21.622500000000002, 0.086, 0.007395999999999999, 4.0, 16.0, 11.0, 121.0, 0.9962, 0.9924144399999999, 3.41, 11.628100000000002, 0.39, 0.1521, 10.9, 118.81, 5.0
7.2, 51.84, 0.725, 0.525625, 0.05, 0.0025000000000000005, 4.65, 21.622500000000002, 0.086, 0.007395999999999999, 4.0, 16.0, 11.0, 121.0, 0.9962, 0.9924144399999999, 3.41, 11.628100000000002, 0.39, 0.1521, 10.9, 118.81, 5.0
7.5, 56.25, 0.52, 0.27040000000000003, 0.11, 0.0121, 1.5, 2.25, 0.079, 0.006241, 11.0, 121.0, 39.0, 1521.0, 0.9968, 0.9936102400000001, 3.42, 11.696399999999999, 0.58, 0.3364, 9.6, 92.16, 5.0
6.6, 43.559999999999995, 0.705, 0.49702499999999994, 0.07, 0.004900000000000001, 1.6, 2.5600000000000005, 0.076, 0.005776, 6.0, 36.0, 15.0, 225.0, 0.9962, 0.9924144399999999, 3.44, 11.833599999999999, 0.58, 0.3364, 10.7, 114.48999999999998, 5.0
9.3, 86.49000000000001, 0.32, 0.1024, 0.57, 0.32489999999999997, 2.0, 4.0, 0.074, 0.005475999999999999, 27.0, 729.0, 65.0, 4225.0, 0.9969, 0.99380961, 3.28, 10.758399999999998, 0.79, 0.6241000000000001, 10.7, 114.48999999999998, 5.0
8.0, 64.0, 0.705, 0.49702499999999994, 0.05, 0.0025000000000000005, 1.9, 3.61, 0.074, 0.005475999999999999, 8.0, 64.0, 19.0, 361.0, 0.9962, 0.9924144399999999, 3.34, 11.1556, 0.95, 0.9025, 10.5, 110.25, 6.0
7.7, 59.290000000000006, 0.63, 0.39690000000000003, 0.08, 0.0064, 1.9, 3.61, 0.076, 0.005776, 15.0, 225.0, 27.0, 729.0, 0.9967, 0.99341089, 3.32, 11.0224, 0.54, 0.2916, 9.5, 90.25, 6.0
7.7, 59.290000000000006, 0.67, 0.4489000000000001, 0.23, 0.0529, 2.1, 4.41, 0.088, 0.007743999999999999, 17.0, 289.0, 96.0, 9216.0, 0.9962, 0.9924144399999999, 3.32, 11.0224, 0.48, 0.2304, 9.5, 90.25, 5.0
7.7, 59.290000000000006, 0.69, 0.4760999999999999, 0.22, 0.0484, 1.9, 3.61, 0.084, 0.007056000000000001, 18.0, 324.0, 94.0, 8836.0, 0.9961, 0.99221521, 3.31, 10.956100000000001, 0.48, 0.2304, 9.5, 90.25, 5.0
8.3, 68.89000000000001, 0.675, 0.45562500000000006, 0.26, 0.06760000000000001, 2.1, 4.41, 0.084, 0.007056000000000001, 11.0, 121.0, 43.0, 1849.0, 0.9976, 0.99520576, 3.31, 10.956100000000001, 0.53, 0.28090000000000004, 9.2, 84.63999999999999, 4.0
9.7, 94.08999999999999, 0.32, 0.1024, 0.54, 0.2916, 2.5, 6.25, 0.094, 0.008836, 28.0, 784.0, 83.0, 6889.0, 0.9984, 0.9968025599999999, 3.28, 10.758399999999998, 0.82, 0.6723999999999999, 9.6, 92.16, 5.0
8.8, 77.44000000000001, 0.41, 0.16809999999999997, 0.64, 0.4096, 2.2, 4.840000000000001, 0.093, 0.008649, 9.0, 81.0, 42.0, 1764.0, 0.9986, 0.99720196, 3.54, 12.531600000000001, 0.66, 0.43560000000000004, 10.5, 110.25, 5.0
8.8, 77.44000000000001, 0.41, 0.16809999999999997, 0.64, 0.4096, 2.2, 4.840000000000001, 0.093, 0.008649, 9.0, 81.0, 42.0, 1764.0, 0.9986, 0.99720196, 3.54, 12.531600000000001, 0.66, 0.43560000000000004, 10.5, 110.25, 5.0
6.8, 46.239999999999995, 0.785, 0.616225, 0.0, 0.0, 2.4, 5.76, 0.104, 0.010816, 14.0, 196.0, 30.0, 900.0, 0.9966, 0.9932115600000001, 3.52, 12.3904, 0.55, 0.30250000000000005, 10.7, 114.48999999999998, 6.0
6.7, 44.89, 0.75, 0.5625, 0.12, 0.0144, 2.0, 4.0, 0.086, 0.007395999999999999, 12.0, 144.0, 80.0, 6400.0, 0.9958, 0.9916176400000001, 3.38, 11.424399999999999, 0.52, 0.27040000000000003, 10.1, 102.00999999999999, 5.0
8.3, 68.89000000000001, 0.625, 0.390625, 0.2, 0.04000000000000001, 1.5, 2.25, 0.08, 0.0064, 27.0, 729.0, 119.0, 14161.0, 0.9972, 0.9944078399999999, 3.16, 9.985600000000002, 1.12, 1.2544000000000002, 9.1, 82.80999999999999, 4.0
6.2, 38.440000000000005, 0.45, 0.2025, 0.2, 0.04000000000000001, 1.6, 2.5600000000000005, 0.069, 0.0047610000000000005, 3.0, 9.0, 15.0, 225.0, 0.9958, 0.9916176400000001, 3.41, 11.628100000000002, 0.56, 0.31360000000000005, 9.2, 84.63999999999999, 5.0
7.8, 60.839999999999996, 0.43, 0.18489999999999998, 0.7, 0.48999999999999994, 1.9, 3.61, 0.464, 0.21529600000000002, 22.0, 484.0, 67.0, 4489.0, 0.9974, 0.9948067599999999, 3.13, 9.796899999999999, 1.28, 1.6384, 9.4, 88.36000000000001, 5.0
7.4, 54.760000000000005, 0.5, 0.25, 0.47, 0.22089999999999999, 2.0, 4.0, 0.086, 0.007395999999999999, 21.0, 441.0, 73.0, 5329.0, 0.997, 0.994009, 3.36, 11.289599999999998, 0.57, 0.32489999999999997, 9.1, 82.80999999999999, 5.0
7.3, 53.29, 0.67, 0.4489000000000001, 0.26, 0.06760000000000001, 1.8, 3.24, 0.401, 0.16080100000000003, 16.0, 256.0, 51.0, 2601.0, 0.9969, 0.99380961, 3.16, 9.985600000000002, 1.14, 1.2995999999999999, 9.4, 88.36000000000001, 5.0
6.3, 39.69, 0.3, 0.09, 0.48, 0.2304, 1.8, 3.24, 0.069, 0.0047610000000000005, 18.0, 324.0, 61.0, 3721.0, 0.9959, 0.99181681, 3.44, 11.833599999999999, 0.78, 0.6084, 10.3, 106.09000000000002, 6.0
6.9, 47.61000000000001, 0.55, 0.30250000000000005, 0.15, 0.0225, 2.2, 4.840000000000001, 0.076, 0.005776, 19.0, 361.0, 40.0, 1600.0, 0.9961, 0.99221521, 3.41, 11.628100000000002, 0.59, 0.34809999999999997, 10.1, 102.00999999999999, 5.0
8.6, 73.96, 0.49, 0.24009999999999998, 0.28, 0.07840000000000001, 1.9, 3.61, 0.11, 0.0121, 20.0, 400.0, 136.0, 18496.0, 0.9972, 0.9944078399999999, 2.93, 8.584900000000001, 1.95, 3.8024999999999998, 9.9, 98.01, 6.0
7.7, 59.290000000000006, 0.49, 0.24009999999999998, 0.26, 0.06760000000000001, 1.9, 3.61, 0.062, 0.0038439999999999998, 9.0, 81.0, 31.0, 961.0, 0.9966, 0.9932115600000001, 3.39, 11.4921, 0.64, 0.4096, 9.6, 92.16, 5.0
9.3, 86.49000000000001, 0.39, 0.1521, 0.44, 0.1936, 2.1, 4.41, 0.107, 0.011448999999999999, 34.0, 1156.0, 125.0, 15625.0, 0.9978, 0.99560484, 3.14, 9.8596, 1.22, 1.4884, 9.5, 90.25, 5.0
7.0, 49.0, 0.62, 0.3844, 0.08, 0.0064, 1.8, 3.24, 0.076, 0.005776, 8.0, 64.0, 24.0, 576.0, 0.9978, 0.99560484, 3.48, 12.1104, 0.53, 0.28090000000000004, 9.0, 81.0, 5.0
7.9, 62.410000000000004, 0.52, 0.27040000000000003, 0.26, 0.06760000000000001, 1.9, 3.61, 0.079, 0.006241, 42.0, 1764.0, 140.0, 19600.0, 0.9964, 0.9928129599999999, 3.23, 10.4329, 0.54, 0.2916, 9.5, 90.25, 5.0
8.6, 73.96, 0.49, 0.24009999999999998, 0.28, 0.07840000000000001, 1.9, 3.61, 0.11, 0.0121, 20.0, 400.0, 136.0, 18496.0, 0.9972, 0.9944078399999999, 2.93, 8.584900000000001, 1.95, 3.8024999999999998, 9.9, 98.01, 6.0
8.6, 73.96, 0.49, 0.24009999999999998, 0.29, 0.0841, 2.0, 4.0, 0.11, 0.0121, 19.0, 361.0, 133.0, 17689.0, 0.9972, 0.9944078399999999, 2.93, 8.584900000000001, 1.98, 3.9204, 9.8, 96.04000000000002, 5.0
7.7, 59.290000000000006, 0.49, 0.24009999999999998, 0.26, 0.06760000000000001, 1.9, 3.61, 0.062, 0.0038439999999999998, 9.0, 81.0, 31.0, 961.0, 0.9966, 0.9932115600000001, 3.39, 11.4921, 0.64, 0.4096, 9.6, 92.16, 5.0
5.0, 25.0, 1.02, 1.0404, 0.04, 0.0016, 1.4, 1.9599999999999997, 0.045, 0.002025, 41.0, 1681.0, 85.0, 7225.0, 0.9938, 0.98763844, 3.75, 14.0625, 0.48, 0.2304, 10.5, 110.25, 4.0
4.7, 22.090000000000003, 0.6, 0.36, 0.17, 0.028900000000000006, 2.3, 5.289999999999999, 0.058, 0.0033640000000000002, 17.0, 289.0, 106.0, 11236.0, 0.9932, 0.9864462399999999, 3.85, 14.822500000000002, 0.6, 0.36, 12.9, 166.41, 6.0
